"X","classe","semaine_et_FB","delta_to_hours","mean_essai_sem","moy_norm_essai","entropie_essai_sem","entropie_norm_essai","sigma_essai_sem","solidite_essai_sem","solidite_norm_essai"
8,"1","data01FB1_2016_Evian",28.3204594444,20.0106195091,0.843304403088,0.0336891103379,0.211372992738,7064.28035714,0.28681416194,0.495409444899
133,"1","data14FB1_2016_Evian",78.9626836111,19.2309619593,1.15201748361,0.489941416288,1.08378515393,15.6135154012,0.938607139961,1.02450298285
54,"1","data10FB1_2016_Evian",92.8450858333,17.8205729972,0.845592095215,0.471059860467,0.967765320901,13.0725683474,0.93874786333,1.01154589355
350,"3","data46FB1_2015_T3",109.375527778,22.0200499945,0.75239375411,0.0542864575609,1.43499715986,6944.92832168,0.300224482171,1.10960675824
117,"1","data14FB1_2016_Evian",15.9399608333,17.5322041278,1.0502545699,0.473572241778,1.04757537919,14.9931751353,0.93056132429,1.01572086113
75,"1","data11FB1_2016_Evian",12.0150744444,21.3060312918,0.976961819825,0.502328894843,0.973118000324,17.0498845304,0.934303254919,1.00339878011
109,"1","data11FB1_2016_Evian",149.573119722,20.9608583803,0.961134341156,0.527745505691,1.02235538598,18.4323504979,0.9419713611,1.01163397393
245,"3","data41FB1_2015_T3",16.0015377778,15.7945743915,1.03713297595,0.00886268197686,1.17305112695,7482.390625,0.300382432221,0.980755472311
353,"3","data46FB1_2015_T3",121.214539167,21.774208403,0.743993696979,0.0543758034603,1.43735891116,6902.33616299,0.297516133292,1.09959690762
347,"3","data46FB1_2015_T3",97.5241644444,21.5603421882,0.736686192943,0.0560217006225,1.48086622144,7263.7296173,0.311840180391,1.15253749178
45,"1","data10FB1_2016_Evian",57.3194075,19.4028937582,0.920673739773,0.476895263105,0.979753819136,15.3241884024,0.942364707953,1.01544321728
76,"1","data11FB1_2016_Evian",15.9415466667,20.2910387255,0.930420585975,0.504019039974,0.976392171224,16.2599433956,0.946560016139,1.01656197867
309,"3","data43FB1_2015_T3",110.187801389,16.7705857259,0.477647431917,0.0233442473118,0.358429538188,8211.19811321,0.33844645058,1.18642777861
333,"3","data46FB1_2015_T3",39.6677838889,17.3849830307,0.594020115796,0.0166440470926,0.439965350099,6639.11751152,0.277320774217,1.02495640278
218,"3","data13FB1_2016_T3",59.3951663889,20.1146269809,1.15329563916,0.444485042398,0.98720941938,15.2545134478,0.913264563081,0.986501000465
262,"3","data41FB1_2015_T3",85.5620291667,12.6549692038,0.830974329894,0.00584126376426,0.773140800871,7657.01816239,0.303078363228,0.989557748359
59,"1","data10FB1_2016_Evian",112.577733056,16.8682451895,0.800403825094,0.470095310009,0.965783707603,12.3906520541,0.927831556863,0.999783049223
133,"1","data14FB1_2016_Evian",78.9626836111,19.2309619593,1.15201748361,0.489941416288,1.08378515393,15.6135154012,0.938607139961,1.02450298285
148,"1","data21FB1_2016_Evian",23.8324305556,16.8505995452,1.13266671466,0.469502319888,1.01602312908,16.0792711244,0.917649680193,1.00534980932
145,"1","data21FB1_2016_Evian",12.0208405556,17.390356519,1.16894819869,0.461914345211,0.99960242689,15.8100948939,0.904033299277,0.990432105695
141,"1","data21FB1_2016_Evian",0,14.8769265726,1,0.462098062975,1,12.6064693669,0.912766553182,1
67,"1","data10FB1_2016_Evian",144.131801944,20.2755966432,0.962083780913,0.482537654405,0.99134578671,12.1068858577,0.919525912171,0.9908333183
348,"3","data46FB1_2015_T3",101.472627778,21.8312540013,0.745942863847,0.0456579225716,1.20691222377,6819.70295699,0.294488850647,1.08840830215
26,"1","data01FB1_2016_Evian",100.468169722,11.746136423,0.495015587114,0.00384813488207,0.0241440565905,6668.60869565,0.264792777196,0.457372264593
361,"3","data46FB1_2015_T3",152.801201389,23.162470353,0.791428631074,0.0550318519559,1.45470076344,6788.20194175,0.294023114722,1.08668697774
299,"3","data43FB1_2015_T3",70.6813902778,17.7782391017,0.506346670875,0.0131357486333,0.201687390195,7884.35,0.317496593949,1.11298782431
4,"1","data01FB1_2016_Evian",12.3179005556,21.197781371,0.893334779451,0.0351202985751,0.22035258697,7197.25,0.293390603901,0.506768826316
282,"3","data41FB1_2015_T3",163.876853333,14.305232301,0.939337001443,0.00981011863468,1.29845240413,6968.04957047,0.287395886057,0.938354103756
213,"3","data13FB1_2016_T3",39.6641608333,18.860927214,1.08141329825,0.458755465413,1.01890429024,13.2895092725,0.933439000523,1.00829326475
214,"3","data13FB1_2016_T3",43.6107616667,19.7292361831,1.13119880749,0.482973128835,1.07269216422,13.3537110667,0.943477460863,1.01913672848
206,"3","data13FB1_2016_T3",12.0473269444,17.29717877,0.991753954184,0.459289066609,1.02008942827,13.843608938,0.931332910762,1.00601828361
125,"1","data14FB1_2016_Evian",47.4560994444,18.3862521962,1.10141572912,0.490857696161,1.08581202998,15.6265829693,0.939279588136,1.02523696956
55,"1","data10FB1_2016_Evian",96.7897486111,18.2787497945,0.867332736104,0.478901559085,0.98387563854,13.0719627808,0.937656411416,1.01036980171
302,"3","data43FB1_2015_T3",82.4043622222,13.0895887752,0.372807996424,0.00447452874654,0.0687022910102,6684.85714286,0.268511597838,0.94127037825
279,"3","data41FB1_2015_T3",152.057426389,16.8011149233,1.10322632872,0.0135401505179,1.7921537595,7714.94017094,0.317544526876,1.03679010165
112,"1","data14FB1_2016_Evian",0,16.6932900177,1,0.452065074441,1,16.4366506424,0.916158523373,1
274,"3","data41FB1_2015_T3",132.367263611,14.6369000869,0.961115593843,0.00986163709151,1.30527130883,7590.01687764,0.30809335059,1.00593179614
28,"1","data01FB1_2016_Evian",108.505977222,13.2765770235,0.559512705581,0.00564157263676,0.0353964850961,6918.09668508,0.277067901622,0.478574887702
129,"1","data14FB1_2016_Evian",63.2068197222,18.1932684071,1.08985516863,0.494310996146,1.09345097441,16.1311859556,0.94537108633,1.03188592608
251,"3","data41FB1_2015_T3",42.0528802778,12.7290904826,0.83584142036,0.00391265535968,0.517873121365,6850.31646217,0.270692861801,0.883818349709
208,"3","data13FB1_2016_T3",19.9302213889,18.2052288278,1.04381806518,0.46998240257,1.04383952327,13.4839694522,0.936982807907,1.01212125685
39,"1","data10FB1_2016_Evian",33.6465866667,18.0207468672,0.855090411691,0.47348642569,0.972750559229,13.2560129254,0.946438609577,1.01983304188
354,"3","data46FB1_2015_T3",125.174180833,24.2420218263,0.828315367752,0.0757274313937,2.00176349417,6997.86528497,0.303669209982,1.12233820916
75,"1","data11FB1_2016_Evian",12.0150744444,21.3060312918,0.976961819825,0.502328894843,0.973118000324,17.0498845304,0.934303254919,1.00339878011
235,"3","data13FB1_2016_T3",141.100830833,21.9200617117,1.25681234885,0.387147383487,0.859861428867,15.2778104191,0.893073300521,0.964690561825
353,"3","data46FB1_2015_T3",121.214539167,21.774208403,0.743993696979,0.0543758034603,1.43735891116,6902.33616299,0.297516133292,1.09959690762
3,"1","data01FB1_2016_Evian",8.30809666667,23.5024995866,0.990462158153,0.0622259925586,0.390419757045,7274.21856287,0.296713403075,0.512508243377
118,"1","data14FB1_2016_Evian",19.89201,18.1586454891,1.08778110665,0.49476589983,1.09445725362,15.8054059582,0.939574869303,1.02555927313
328,"3","data46FB1_2015_T3",19.9284225,23.3113418209,0.796515357154,0.029182235666,0.771397272553,6605.53485255,0.276991715733,1.02374022775
168,"1","data22FB1_2016_Evian",4.1363675,17.1117907257,0.98120047275,0.485726542536,0.959041727306,14.9898134398,0.936899586057,1.00100564825
328,"3","data46FB1_2015_T3",19.9284225,23.3113418209,0.796515357154,0.029182235666,0.771397272553,6605.53485255,0.276991715733,1.02374022775
213,"3","data13FB1_2016_T3",39.6641608333,18.860927214,1.08141329825,0.458755465413,1.01890429024,13.2895092725,0.933439000523,1.00829326475
135,"1","data14FB1_2016_Evian",86.8399466667,19.2396967468,1.15254073502,0.489813619148,1.08350245759,15.982308335,0.935966941498,1.02162116885
343,"3","data46FB1_2015_T3",79.1197122222,20.1580292021,0.68877115495,0.0363149441213,0.959941834775,7144.74337517,0.304140961204,1.12408176565
112,"1","data14FB1_2016_Evian",0,16.6932900177,1,0.452065074441,1,16.4366506424,0.916158523373,1
355,"3","data46FB1_2015_T3",129.121955,23.0630462268,0.788031450252,0.0634635994498,1.67758385897,7097.84971645,0.306846435407,1.13408099169
60,"1","data10FB1_2016_Evian",116.500646111,18.2091712701,0.864031212061,0.471331194617,0.968322761265,13.5124538952,0.934976073399,1.00748160881
360,"3","data46FB1_2015_T3",148.861550556,22.7504875498,0.777351765309,0.0521939393799,1.37968396055,6552.40835411,0.284886448218,1.0529185561
59,"1","data10FB1_2016_Evian",112.577733056,16.8682451895,0.800403825094,0.470095310009,0.965783707603,12.3906520541,0.927831556863,0.999783049223
314,"3","data43FB1_2015_T3",129.890439722,20.2924545373,0.577954697315,0.0536725053652,0.824092165168,9184.74299065,0.380734677312,1.33466962549
207,"3","data13FB1_2016_T3",15.9899413889,17.1796379104,0.985014611665,0.462641891629,1.02753611404,13.498008562,0.935092655989,1.01007953002
139,"1","data14FB1_2016_Evian",102.600225,20.0785436701,1.20279128014,0.475244576088,1.05127470127,15.7769625223,0.927988169287,1.01291222601
291,"3","data43FB1_2015_T3",27.7642427778,21.3431419104,0.607879598789,0.0225768486501,0.346646834541,7648.35700758,0.312798142447,1.09651735056
201,"1","data22FB1_2016_Evian",134.18495,17.4202616713,0.998888384117,0.505259002482,0.997607550838,15.5474779841,0.946887489103,1.01167695979
11,"1","data01FB1_2016_Evian",40.3695486111,17.5525512705,0.739714418391,0.0109677198074,0.0688139204611,6680.38868275,0.272164146439,0.470104710997
186,"1","data22FB1_2016_Evian",75.0490355556,17.3505491826,0.994891027677,0.486076084694,0.959731880066,15.7138478693,0.940046355517,1.00436773107
258,"3","data41FB1_2015_T3",69.7499716667,11.5482531456,0.758303063766,0.00407776718408,0.539727071691,7425.29971591,0.2913591107,0.951294122345
356,"3","data46FB1_2015_T3",133.0652375,23.7122359176,0.810213337609,0.0691326578993,1.82743859512,6863.13333333,0.298077052643,1.1016700227
67,"1","data10FB1_2016_Evian",144.131801944,20.2755966432,0.962083780913,0.482537654405,0.99134578671,12.1068858577,0.919525912171,0.9908333183
186,"1","data22FB1_2016_Evian",75.0490355556,17.3505491826,0.994891027677,0.486076084694,0.959731880066,15.7138478693,0.940046355517,1.00436773107
296,"3","data43FB1_2015_T3",54.9335661111,16.6204300677,0.473370809401,0.0184580811518,0.283406931682,8073.76530612,0.327238686097,1.14713883616
92,"1","data11FB1_2016_Evian",82.6157247222,22.0293081739,1.01012679031,0.546727414168,1.05912738339,18.8608386354,0.95165827127,1.0220372705
336,"3","data46FB1_2015_T3",51.5064852778,18.6057320319,0.635731370952,0.0250974440739,0.663420723767,6862.69644903,0.289069437758,1.06837856599
268,"3","data41FB1_2015_T3",108.716426111,12.7059803155,0.83432391721,0.0062181661269,0.823027025198,7484.35729499,0.298358560912,0.974147486462
78,"1","data11FB1_2016_Evian",23.8167366667,20.4753866604,0.93887363345,0.510095213684,0.988163013138,16.6107462521,0.940967088117,1.01055543087
44,"1","data10FB1_2016_Evian",53.3799494444,18.6886854268,0.886784317729,0.472576045253,0.970880235117,14.8771466646,0.944891646979,1.01816611541
160,"1","data21FB1_2016_Evian",71.0926686111,17.6711298175,1.18782127016,0.463601465583,1.00325342763,18.6163336279,0.905141851447,0.991646602619
32,"1","data10FB1_2016_Evian",0.198626388889,21.0746683869,1,0.486750093534,1,22.390423496,0.92803289432,1
229,"3","data13FB1_2016_T3",102.805848889,23.3941756571,1.34133239422,0.410533878253,0.911803262038,15.5329163203,0.900746687963,0.972979292927
304,"3","data43FB1_2015_T3",90.3867980556,26.6874907891,0.76009339495,0.0689407124073,1.05852150127,9911.43333333,0.39795710375,1.39504303199
174,"1","data22FB1_2016_Evian",27.76899,19.9349319131,1.14308110302,0.489346791919,0.966189720913,19.1292395838,0.94621612682,1.01095966047
339,"3","data46FB1_2015_T3",63.3455211111,17.9663050235,0.61388306055,0.0254889696733,0.673770231699,7074.12832447,0.29650632267,1.09586472467
74,"1","data11FB1_2016_Evian",8.08150472222,19.9553666421,0.915028756077,0.499252022148,0.967157442938,15.5372242623,0.932552640844,1.00151870101
39,"1","data10FB1_2016_Evian",33.6465866667,18.0207468672,0.855090411691,0.47348642569,0.972750559229,13.2560129254,0.946438609577,1.01983304188
0,"1","data01FB1_2016_Evian",0,23.7288213317,1,0.159382283903,1,3734.53417961,0.578943669511,1
164,"1","data21FB1_2016_Evian",86.8334327778,19.3204733839,1.29868715084,0.47182952178,1.02105929365,22.0932445413,0.908306515653,0.995113714986
204,"3","data13FB1_2016_T3",4.15421805556,17.0098755431,0.975281087994,0.440293906422,0.977900829621,14.1613540437,0.925251299863,0.999448976666
324,"3","data46FB1_2015_T3",4.14657694444,27.2064391006,0.929605285,0.0295958571346,0.782330858191,6278.72958057,0.25270708482,0.93398608649
299,"3","data43FB1_2015_T3",70.6813902778,17.7782391017,0.506346670875,0.0131357486333,0.201687390195,7884.35,0.317496593949,1.11298782431
246,"3","data41FB1_2015_T3",19.9344694444,16.5174406414,1.08459917582,0.00902959314754,1.19514323601,7351.09398496,0.296560133463,0.968275579944
169,"1","data22FB1_2016_Evian",8.07443222222,17.4992597352,1.00341818108,0.452246881666,0.892937882901,15.3134503545,0.932811585274,0.996637931653
36,"1","data10FB1_2016_Evian",21.8243461111,20.4339753397,0.969598902555,0.486574801627,0.999639872885,16.5012512948,0.942575668189,1.01567053707
14,"1","data01FB1_2016_Evian",52.3595313889,18.936437212,0.798035306825,0.0112355747755,0.0704945022767,6390.54363313,0.262923664792,0.454143777086
92,"1","data11FB1_2016_Evian",82.6157247222,22.0293081739,1.01012679031,0.546727414168,1.05912738339,18.8608386354,0.95165827127,1.0220372705
8,"1","data01FB1_2016_Evian",28.3204594444,20.0106195091,0.843304403088,0.0336891103379,0.211372992738,7064.28035714,0.28681416194,0.495409444899
19,"1","data01FB1_2016_Evian",72.4188183333,13.1444158923,0.553943059732,0.00487147715863,0.0305647342938,6732.45783133,0.269521120807,0.465539455737
241,"3","data41FB1_2015_T3",0.212420555556,15.2290735689,1,0.00755523930141,1,7760.45826893,0.306276580352,1
286,"3","data43FB1_2015_T3",8.07914833333,24.4294950526,0.695782828673,0.0257883802615,0.395956961228,7082.06396867,0.28947335495,1.01475204982
260,"3","data41FB1_2015_T3",77.6470361111,12.7692352164,0.838477479185,0.00563071270742,0.745272582745,7610.62639405,0.3014552684,0.984258306833
197,"1","data22FB1_2016_Evian",118.401779444,17.0353828898,0.976819201038,0.46462114431,0.917370219167,14.6468957157,0.912427434018,0.974859022958
226,"3","data13FB1_2016_T3",90.9635877778,23.3304410129,1.33767809392,0.421709709764,0.936624988495,15.3577677658,0.909268841077,0.982184853848
115,"1","data14FB1_2016_Evian",8.08009777778,17.4449352195,1.04502678627,0.473570106864,1.04757065661,15.298493074,0.932801884977,1.01816646484
131,"1","data14FB1_2016_Evian",71.0857947222,18.0450521473,1.08097637603,0.488596684084,1.08081051094,14.8042660891,0.939743562455,1.02574340409
50,"1","data10FB1_2016_Evian",77.0560327778,18.0269784158,0.855386100735,0.486448112931,0.999379598265,13.2220843477,0.929432625368,1.00150827741
251,"3","data41FB1_2015_T3",42.0528802778,12.7290904826,0.83584142036,0.00391265535968,0.517873121365,6850.31646217,0.270692861801,0.883818349709
323,"3","data46FB1_2015_T3",0.186345555556,29.2666570851,1,0.0378303588881,1,6476.22706935,0.270568361216,1
86,"1","data11FB1_2016_Evian",58.9920833333,21.4283819887,0.982572060315,0.53167894831,1.02997530165,19.3220898719,0.955238795887,1.02588258947
95,"1","data11FB1_2016_Evian",94.4096211111,22.3651025503,1.02552422781,0.534466298195,1.03537499172,19.3949959886,0.941111845058,1.01071089318
339,"3","data46FB1_2015_T3",63.3455211111,17.9663050235,0.61388306055,0.0254889696733,0.673770231699,7074.12832447,0.29650632267,1.09586472467
282,"3","data41FB1_2015_T3",163.876853333,14.305232301,0.939337001443,0.00981011863468,1.29845240413,6968.04957047,0.287395886057,0.938354103756
74,"1","data11FB1_2016_Evian",8.08150472222,19.9553666421,0.915028756077,0.499252022148,0.967157442938,15.5372242623,0.932552640844,1.00151870101
218,"3","data13FB1_2016_T3",59.3951663889,20.1146269809,1.15329563916,0.444485042398,0.98720941938,15.2545134478,0.913264563081,0.986501000465
330,"3","data46FB1_2015_T3",27.8293094444,19.0736531289,0.651719568565,0.0176256013881,0.465911556385,6584.11189516,0.273971430794,1.01257748527
63,"1","data10FB1_2016_Evian",128.361183611,18.9223289475,0.897870780225,0.477731515512,0.981471851488,14.3258602654,0.934611386112,1.00708864075
301,"3","data43FB1_2015_T3",78.5837944444,15.7132330998,0.447532695631,0.0142601171024,0.218951038311,8912.39915966,0.352116494502,1.23434826889
305,"3","data43FB1_2015_T3",94.4104911111,20.5544792048,0.585417490303,0.0720775024279,1.10668403928,9467.91081594,0.385459598222,1.35123288804
70,"1","data10FB1_2016_Evian",155.955999167,19.2711928116,0.914424486205,0.480916784809,0.988015803588,15.1072245402,0.927859954703,0.999813649259
62,"1","data10FB1_2016_Evian",124.397911111,17.6471658828,0.837363870159,0.468953365148,0.963437647733,12.8346160768,0.927227733731,0.999132400807
30,"1","data01FB1_2016_Evian",116.4937875,13.9621357715,0.588404100496,0.00604862141411,0.0379503999189,6792.15891473,0.272525550758,0.470728958809
288,"3","data43FB1_2015_T3",15.9507394444,29.0474647162,0.827308428707,0.0402989253224,0.618753091494,7127.46715928,0.295158004923,1.03467965322
81,"1","data11FB1_2016_Evian",35.6420916667,21.6372740214,0.992150547158,0.523670103313,1.01446046404,19.0947540395,0.942536231539,1.01224061883
271,"3","data41FB1_2015_T3",120.528650556,13.066138372,0.857973291212,0.00663584080656,0.878309811488,7660.3977395,0.305526031407,0.997549440628
61,"1","data10FB1_2016_Evian",120.449360833,17.9346891756,0.851006945699,0.472812972299,0.971366988072,12.5945476754,0.934999622532,1.00750698413
280,"3","data41FB1_2015_T3",155.999796389,17.806174121,1.16922241136,0.0144261099488,1.90941800428,7280.34330986,0.30365877573,0.991452808378
139,"1","data14FB1_2016_Evian",102.600225,20.0785436701,1.20279128014,0.475244576088,1.05127470127,15.7769625223,0.927988169287,1.01291222601
320,"3","data43FB1_2015_T3",156.447193056,23.0666916258,0.656968468363,0.0736036827837,1.13011714092,9206.64678899,0.38427899275,1.34709426249
248,"3","data41FB1_2015_T3",30.2040175,12.5881834057,0.826588915521,0.00426547977252,0.564572424824,7283.88341346,0.285538422915,0.932289444355
168,"1","data22FB1_2016_Evian",4.1363675,17.1117907257,0.98120047275,0.485726542536,0.959041727306,14.9898134398,0.936899586057,1.00100564825
152,"1","data21FB1_2016_Evian",39.5633563889,16.8797531019,1.13462636382,0.450746817358,0.975435418308,14.5710589879,0.893201615544,0.978565233827
123,"1","data14FB1_2016_Evian",39.5772866667,19.4089966117,1.1626825264,0.506296068071,1.11996280336,16.6367845787,0.93863202561,1.02453014589
239,"3","data13FB1_2016_T3",156.88066,22.3543975653,1.28171550249,0.378833083086,0.841395215409,15.5770724585,0.893495855363,0.96514700215
237,"3","data13FB1_2016_T3",148.99232,21.5158438655,1.23363604637,0.386686856061,0.85883858902,14.613276912,0.891036004486,0.962489891113
195,"1","data22FB1_2016_Evian",110.5243825,17.645400847,1.01179800119,0.506387330878,0.999835376414,15.011675828,0.94317430231,1.00770970331
345,"3","data46FB1_2015_T3",89.6260702778,20.2063423079,0.690421944985,0.0442678719906,1.17016790989,7092.73779385,0.302846328629,1.11929690252
171,"1","data22FB1_2016_Evian",15.9459602778,18.1276465159,1.03945026073,0.466678215038,0.921431798041,14.6363735705,0.929679068107,0.993291076319
74,"1","data11FB1_2016_Evian",8.08150472222,19.9553666421,0.915028756077,0.499252022148,0.967157442938,15.5372242623,0.932552640844,1.00151870101
210,"3","data13FB1_2016_T3",27.8197188889,18.3773037222,1.0536841803,0.475740558771,1.05662849365,13.1679332139,0.935783568172,1.01082584778
100,"1","data11FB1_2016_Evian",114.108089167,21.1436845505,0.969517609984,0.530589059839,1.02786395568,21.5643705062,0.946406826364,1.01639745988
81,"1","data11FB1_2016_Evian",35.6420916667,21.6372740214,0.992150547158,0.523670103313,1.01446046404,19.0947540395,0.942536231539,1.01224061883
307,"3","data43FB1_2015_T3",102.299283333,16.7392492099,0.476754928419,0.0297072205941,0.456127165557,9611.93589744,0.385179898024,1.3502523959
80,"1","data11FB1_2016_Evian",31.6969019444,22.9642251637,1.05299625723,0.538806633357,1.04378314486,20.188575881,0.953309250068,1.02381034589
