;classe;semaine_et_FB;delta_to_hours;mean_essai_sem;moy_norm_essai;entropie_essai_sem;entropie_norm_essai;sigma_essai_sem;solidite_essai_sem;solidite_norm_essai
106;Evian;data11FB1_2016_Evian;137.748445;21.935192384;1.0058112267;0.500479388134;0.969535112123;16.5718651994;0.933704872108;1.00275614446
107;Evian;data11FB1_2016_Evian;141.684902222;19.5454756952;0.896233711619;0.517289781736;1.00210042297;15.254968444;0.940824760561;1.01040257762
108;Evian;data11FB1_2016_Evian;145.608833611;22.3021213492;1.02263630241;0.528162426693;1.02316305071;19.3408447237;0.930054089627;0.998835371765
109;Evian;data11FB1_2016_Evian;149.573119722;20.9608583803;0.961134341156;0.527745505691;1.02235538598;18.4323504979;0.9419713611;1.01163397393
110;Evian;data11FB1_2016_Evian;153.531992778;23.3460566967;1.07050467183;0.522883429505;1.01293650942;19.6501360171;0.938804885004;1.00823332405
111;Evian;data11FB1_2016_Evian;157.4589725;22.9250544384;1.05120013188;0.533454307051;1.03341454945;19.9693615518;0.95091734437;1.02124154904
112;Evian;data14FB1_2016_Evian;0.0;16.6932900177;1.0;0.452065074441;1.0;16.4366506424;0.916158523373;1.0
113;Evian;data14FB1_2016_Evian;0.208835;16.6932900177;1.0;0.452065074441;1.0;16.4366506424;0.916158523373;1.0
114;Evian;data14FB1_2016_Evian;4.14274944427;17.6229872625;1.05569287084;0.479222708303;1.06007461182;15.8052959415;0.930084187863;1.01520005996
115;Evian;data14FB1_2016_Evian;8.08009777778;17.4449352195;1.04502678627;0.473570106864;1.04757065661;15.298493074;0.932801884977;1.01816646484
116;Evian;data14FB1_2016_Evian;12.01843;16.8758609925;1.01093678805;0.459270643693;1.01593923012;13.9071393301;0.928973835131;1.01398809423
117;Evian;data14FB1_2016_Evian;15.9399608333;17.5322041278;1.0502545699;0.473572241778;1.04757537919;14.9931751353;0.93056132429;1.01572086113
118;Evian;data14FB1_2016_Evian;19.89201;18.1586454891;1.08778110665;0.49476589983;1.09445725362;15.8054059582;0.939574869303;1.02555927313
119;Evian;data14FB1_2016_Evian;23.8301447222;17.5366572456;1.05052133085;0.494351963395;1.09354159687;15.3349900362;0.941324603299;1.02746913256
120;Evian;data14FB1_2016_Evian;27.7674336111;18.1795880249;1.08903565479;0.494818404207;1.09457339702;16.1320677041;0.938981970658;1.02491211586
121;Evian;data14FB1_2016_Evian;31.6688113889;17.7356279654;1.06244053429;0.496822894372;1.0990074714;15.823668645;0.942713512191;1.02898514628
122;Evian;data14FB1_2016_Evian;35.6439919444;18.2837202242;1.09527362221;0.490778807311;1.08563752225;16.1291482818;0.939436955389;1.02540873814
123;Evian;data14FB1_2016_Evian;39.5772866667;19.4089966117;1.1626825264;0.506296068071;1.11996280336;16.6367845787;0.93863202561;1.02453014589
124;Evian;data14FB1_2016_Evian;43.5180727778;17.7583355471;1.06380081628;0.488309373963;1.08017496058;15.3819307545;0.932809839031;1.0181751468
125;Evian;data14FB1_2016_Evian;47.4560994444;18.3862521962;1.10141572912;0.490857696161;1.08581202998;15.6265829693;0.939279588136;1.02523696956
126;Evian;data14FB1_2016_Evian;51.3916625;18.3446440286;1.0989232206;0.499082161053;1.10400512951;15.5472086067;0.942247605233;1.02847660224
127;Evian;data14FB1_2016_Evian;55.3286905556;19.0179597706;1.13925773472;0.508783122995;1.1254643452;17.3382810895;0.947248969186;1.03393566181
128;Evian;data14FB1_2016_Evian;59.2692875;18.5444693115;1.11089361605;0.504271648105;1.11548464284;16.6309733045;0.942243459736;1.02847207737
129;Evian;data14FB1_2016_Evian;63.2068197222;18.1932684071;1.08985516863;0.494310996146;1.09345097441;16.1311859556;0.94537108633;1.03188592608
130;Evian;data14FB1_2016_Evian;67.1455622222;19.3882826743;1.1614416723;0.485514347918;1.07399216478;17.3087531065;0.938784123823;1.02469616324
131;Evian;data14FB1_2016_Evian;71.0857947222;18.0450521473;1.08097637603;0.488596684084;1.08081051094;14.8042660891;0.939743562455;1.02574340409
132;Evian;data14FB1_2016_Evian;75.0269591667;19.3486402078;1.15906691774;0.488661229898;1.08095329085;16.7464418179;0.93609651632;1.0217626016
133;Evian;data14FB1_2016_Evian;78.9626836111;19.2309619593;1.15201748361;0.489941416288;1.08378515393;15.6135154012;0.938607139961;1.02450298285
134;Evian;data14FB1_2016_Evian;82.9019786111;19.8687532843;1.19022393209;0.512952730505;1.13468781268;17.059169532;0.947589245855;1.03430707861
135;Evian;data14FB1_2016_Evian;86.8399466667;19.2396967468;1.15254073502;0.489813619148;1.08350245759;15.982308335;0.935966941498;1.02162116885
136;Evian;data14FB1_2016_Evian;90.7814327778;18.4421493427;1.10476420905;0.482907839562;1.06822638347;14.8150810884;0.938587720517;1.02448178625
137;Evian;data14FB1_2016_Evian;94.7095630556;18.8151019304;1.12710567602;0.482643082586;1.06764072226;15.2249270374;0.935491328228;1.02110203023
138;Evian;data14FB1_2016_Evian;98.6555086111;19.7539321552;1.18334565171;0.473628695405;1.04770025862;15.7608769821;0.930716541547;1.01589028296
139;Evian;data14FB1_2016_Evian;102.600225;20.0785436701;1.20279128014;0.475244576088;1.05127470127;15.7769625223;0.927988169287;1.01291222601
140;Evian;data14FB1_2016_Evian;106.540068611;19.2753382767;1.15467581623;0.464749741424;1.02805938282;15.6475289852;0.927770567249;1.0126747103
141;Evian;data21FB1_2016_Evian;0.0;14.8769265726;1.0;0.462098062975;1.0;12.6064693669;0.912766553182;1.0
142;Evian;data21FB1_2016_Evian;0.208335555556;14.8769265726;1.0;0.462098062975;1.0;12.6064693669;0.912766553182;1.0
143;Evian;data21FB1_2016_Evian;4.13300333333;17.5148907924;1.17731916649;0.485666826656;1.05100381406;15.01466541;0.92417550227;1.01249930669
144;Evian;data21FB1_2016_Evian;8.08055027778;17.0137061715;1.14363044601;0.49141312827;1.06343905687;16.282808158;0.926598755039;1.01515415065
145;Evian;data21FB1_2016_Evian;12.0208405556;17.390356519;1.16894819869;0.461914345211;0.99960242689;15.8100948939;0.904033299277;0.990432105695
146;Evian;data21FB1_2016_Evian;15.9470377778;16.8301098534;1.13128943477;0.46261473032;1.00111809026;16.7116455922;0.908890278475;0.995753268244
